"!наз. од.","рід","клич.","род. одн.","дав. одн.","знах. одн.","оруд. одн.","місц. одн."
"Мамедовна","F","Мамедівно","Мамедівни","Мамедівні","Мамедівни","Мамедівною","Мамедівні"
"Мамедтаги Оглы","M","Мамедтагі Огли","Мамедтагі Огли","Мамедтагі Огли","Мамедтагі Огли","Мамедтагі Огли","Мамедтагі Огли"
"Мамедівна","F","","","","","",""
"Маметович","M","Маметовичу","Маметовича","Маметовичу","Маметовича","Маметовичем","Маметовичу"
"Маметовна","F","Маметівно","Маметівни","Маметівні","Маметівни","Маметівною","Маметівні"
"Мамиевич","M","Мамійовичу","Мамійовича","Мамійовичу","Мамійовича","Мамійовичем","Мамійовичу"
"Мамиковна","F","Маміківно","Маміківни","Маміківні","Маміківни","Маміківною","Маміківні"
"Мамукович","M","Мамуковичу","Мамуковича","Мамуковичу","Мамуковича","Мамуковичем","Мамуковичу"
"Мамуковна","F","Мамуківно","Мамуківни","Мамуківні","Мамуківни","Мамуківною","Мамуківні"
"Мамуківна","F","","","","","",""
"Мамутович","M","Мамутовичу","Мамутовича","Мамутовичу","Мамутовича","Мамутовичем","Мамутовичу"
"Мамутовна","F","Мамутівно","Мамутівни","Мамутівні","Мамутівни","Мамутівною","Мамутівні"
"Мамутівна","F","","","","","",""
"Мамідійович","M","","","","","",""
"Мамідіївна","F","","","","","",""
"Мананович","M","Манановичу","Манановича","Манановичу","Манановича","Манановичем","Манановичу"
"Манасовна","F","Манасівно","Манасівни","Манасівні","Манасівни","Манасівною","Манасівні"
"Манвелович","M","","","","","",""
"Манвеловна","F","Манвелівно","Манвелівни","Манвелівні","Манвелівни","Манвелівною","Манвелівні"
"Манвелівна","F","","","","","",""
"Манверович","M","Манверовичу","Манверовича","Манверовичу","Манверовича","Манверовичем","Манверовичу"
"Мандрович","M","Мандровичу","Мандровича","Мандровичу","Мандровича","Мандровичем","Мандровичу"
"Мандірович","M","","","","","",""
"Мандірівна","F","","","","","",""
"Мановна","F","Манівно","Манівни","Манівні","Манівни","Манівною","Манівні"
"Манолиевич","M","Манолійовичу","Манолійовича","Манолійовичу","Манолійовича","Манолійовичем","Манолійовичу"
"Манолиевна","F","Маноліївно","Маноліївни","Маноліївні","Маноліївни","Маноліївною","Маноліївні"
"Мансурович","M","Мансуровичу","Мансуровича","Мансуровичу","Мансуровича","Мансуровичем","Мансуровичу"
"Мансуровна","F","Мансурівно","Мансурівни","Мансурівні","Мансурівни","Мансурівною","Мансурівні"
"Мансурівна","F","","","","","",""
"Манташевич","M","Манташовичу","Манташовича","Манташовичу","Манташовича","Манташовичем","Манташовичу"
"Мануилович","M","Мануіловичу","Мануіловича","Мануіловичу","Мануіловича","Мануіловичем","Мануіловичу"
"Мануиловна","F","Мануілівно","Мануілівни","Мануілівні","Мануілівни","Мануілівною","Мануілівні"
"Манукович","M","Мануковичу","Мануковича","Мануковичу","Мануковича","Мануковичем","Мануковичу"
"Мануковна","F","Мануківно","Мануківни","Мануківні","Мануківни","Мануківною","Мануківні"
"Мануківна","F","","","","","",""
"Манучарович","M","","","","","",""
"Манучарівна","F","","","","","",""
"Мануэлевна","F","Мануелівно","Мануелівни","Мануелівні","Мануелівни","Мануелівною","Мануелівні"
"Марʼянович","M","","","","","",""
"Марʼянівна","F","","","","","",""
"Маратович","M","Маратовичу","Маратовича","Маратовичу","Маратовича","Маратовичем","Маратовичу"
"Маратовна","F","Маратівно","Маратівни","Маратівні","Маратівни","Маратівною","Маратівні"
"Маратівна","F","","","","","",""
"Маргазимовна","F","Маргазимівно","Маргазимівни","Маргазимівні","Маргазимівни","Маргазимівною","Маргазимівні"
"Мардеросович","M","Мардеросовичу","Мардеросовича","Мардеросовичу","Мардеросовича","Мардеросовичем","Мардеросовичу"
"Мардеросовна","F","Мардеросівно","Мардеросівни","Мардеросівні","Мардеросівни","Мардеросівною","Мардеросівні"
"Мардеросівна","F","","","","","",""
"Марианович","M","Маріановичу","Маріановича","Маріановичу","Маріановича","Маріановичем","Маріановичу"
"Марикович","M","","","","","",""
"Мариківна","F","","","","","",""
"Маринович","M","Мариновичу","Мариновича","Мариновичу","Мариновича","Мариновичем","Мариновичу"
"Маринівна","F","","","","","",""
"Марисовна","F","Марисівно","Марисівни","Марисівні","Марисівни","Марисівною","Марисівні"
"Маркелович","M","Маркеловичу","Маркеловича","Маркеловичу","Маркеловича","Маркеловичем","Маркеловичу"
"Маркеловна","F","Маркелівно","Маркелівни","Маркелівні","Маркелівни","Маркелівною","Маркелівні"
"Маркилович","M","Маркіловичу","Маркіловича","Маркіловичу","Маркіловича","Маркіловичем","Маркіловичу"
"Маркиянович","M","Маркіяновичу","Маркіяновича","Маркіяновичу","Маркіяновича","Маркіяновичем","Маркіяновичу"
"Маркияновна","F","Маркіянівно","Маркіянівни","Маркіянівні","Маркіянівни","Маркіянівною","Маркіянівні"
"Маркович","M","Марковичу","Марковича","Марковичу","Марковича","Марковичем","Марковичу"
"Марковна","F","Марківно","Марківни","Марківні","Марківни","Марківною","Марківні"
"Марксович","M","Марксовичу","Марксовича","Марксовичу","Марксовича","Марксовичем","Марксовичу"
"Маркусович","M","Маркусовичу","Маркусовича","Маркусовичу","Маркусовича","Маркусовичем","Маркусовичу"
"Маркусовна","F","Маркусівно","Маркусівни","Маркусівні","Маркусівни","Маркусівною","Маркусівні"
"Маркусівна","F","","","","","",""
"Марківна","F","","","","","",""
"Маркіросович","M","","","","","",""
"Маркіросівна","F","","","","","",""
"Маркіянович","M","","","","","",""
"Маркіянівна","F","","","","","",""
"Марленович","M","Марленовичу","Марленовича","Марленовичу","Марленовича","Марленовичем","Марленовичу"
"Марленівна","F","","","","","",""
"Марлестович","M","Марлестовичу","Марлестовича","Марлестовичу","Марлестовича","Марлестовичем","Марлестовичу"
"Марсерович","M","","","","","",""
"Марсерівна","F","","","","","",""
"Марсисович","M","","","","","",""
"Марсисівна","F","","","","","",""
"Марсиянович","M","Марсіяновичу","Марсіяновича","Марсіяновичу","Марсіяновича","Марсіяновичем","Марсіяновичу"
"Марсияновна","F","Марсіянівно","Марсіянівни","Марсіянівні","Марсіянівни","Марсіянівною","Марсіянівні"
"Марсович","M","Марсовичу","Марсовича","Марсовичу","Марсовича","Марсовичем","Марсовичу"
"Марсовна","F","Марсівно","Марсівни","Марсівні","Марсівни","Марсівною","Марсівні"
"Марсіянович","M","","","","","",""
"Марсіянівна","F","","","","","",""
"Мартенович","M","Мартеновичу","Мартеновича","Мартеновичу","Мартеновича","Мартеновичем","Мартеновичу"
"Мартинович","M","Мартиновичу","Мартиновича","Мартиновичу","Мартиновича","Мартиновичем","Мартиновичу"
"Мартинівна","F","","","","","",""
"Мартиросович","M","Мартиросовичу","Мартиросовича","Мартиросовичу","Мартиросовича","Мартиросовичем","Мартиросовичу"
"Мартиросівна","F","","","","","",""
"Мартиянович","M","Мартияновичу","Мартияновича","Мартияновичу","Мартияновича","Мартияновичем","Мартияновичу"
"Мартъяновна","F","Мартʼянівно","Мартʼянівни","Мартʼянівні","Мартʼянівни","Мартʼянівною","Мартʼянівні"
"Мартыновна","F","Мартинівно","Мартинівни","Мартинівні","Мартинівни","Мартинівною","Мартинівні"
"Мартікович","M","","","","","",""
"Мартіковна","F","","","","","",""
"Мартінович","M","","","","","",""
"Мартінівна","F","","","","","",""
"Марубовна","F","Марубівно","Марубівни","Марубівні","Марубівни","Марубівною","Марубівні"
"Марцелиевич","M","Марцелійовичу","Марцелійовича","Марцелійовичу","Марцелійовича","Марцелійовичем","Марцелійовичу"
"Марцельович","M","","","","","",""
"Марцеліївна","F","","","","","",""
"Марциановна","F","Марцианівно","Марцианівни","Марцианівні","Марцианівни","Марцианівною","Марцианівні"
"Марцинович","M","Марциновичу","Марциновича","Марциновичу","Марциновича","Марциновичем","Марциновичу"
"Марчелович","M","","","","","",""
"Марчелівна","F","","","","","",""
"Марьянович","M","Марʼяновичу","Марʼяновича","Марʼяновичу","Марʼяновича","Марʼяновичем","Марʼяновичу"
"Марьяновна","F","Марʼянівно","Марʼянівни","Марʼянівні","Марʼянівни","Марʼянівною","Марʼянівні"
"Маріович","M","","","","","",""
"Маріовна","F","","","","","",""
"Маріусович","M","","","","","",""
"Маріусівна","F","","","","","",""
"Масадович","M","","","","","",""
"Масадівна","F","","","","","",""
"Масальскісович","M","","","","","",""
"Масальскісівна","F","","","","","",""
"Масамійович","M","","","","","",""
"Масаміївна","F","","","","","",""
"Масновиевич","M","Масновійовичу","Масновійовича","Масновійовичу","Масновійовича","Масновійовичем","Масновійовичу"
"Масутович","M","Масутовичу","Масутовича","Масутовичу","Масутовича","Масутовичем","Масутовичу"
"Масутовна","F","Масутівно","Масутівни","Масутівні","Масутівни","Масутівною","Масутівні"
"Масутівна","F","","","","","",""
"Масісович","M","","","","","",""
"Масісівна","F","","","","","",""
"Матвеевич","M","Матвійовичу","Матвійовича","Матвійовичу","Матвійовича","Матвійовичем","Матвійовичу"
"Матвеевна","F","Матвіївно","Матвіївни","Матвіївні","Матвіївни","Матвіївною","Матвіївні"
"Матвійович","M","","","","","",""
"Матвіївна","F","","","","","",""
"Матевосович","M","","","","","",""
"Матевосівна","F","","","","","",""
"Матирович","M","","","","","",""
"Матирівна","F","","","","","",""
"Маткурбановна","F","Маткурбанівно","Маткурбанівни","Маткурбанівні","Маткурбанівни","Маткурбанівною","Маткурбанівні"
"Матлабович","M","Матлабовичу","Матлабовича","Матлабовичу","Матлабовича","Матлабовичем","Матлабовичу"
"Матусович","M","Матусовичу","Матусовича","Матусовичу","Матусовича","Матусовичем","Матусовичу"
"Матфеевна","F","Матфіївно","","","","",""
"Матьяшевич","M","","","","","",""
"Матьяшівна","F","","","","","",""
"Матякубович","M","","","","","",""
"Матякубівна","F","","","","","",""
"Матяшевич","M","Матяшовичу","Матяшовича","Матяшовичу","Матяшовича","Матяшовичем","Матяшовичу"
"Мафтеевич","M","Мафтейовичу","Мафтейовича","Мафтейовичу","Мафтейовича","Мафтейовичем","Мафтейовичу"
"Махамаджанович","M","","","","","",""
"Махамаджанівна","F","","","","","",""
"Махамадович","M","Махамадовичу","Махамадовича","Махамадовичу","Махамадовича","Махамадовичем","Махамадовичу"
"Махарбекович","M","Махарбековичу","Махарбековича","Махарбековичу","Махарбековича","Махарбековичем","Махарбековичу"
"Махарбековна","F","Махарбеківно","Махарбеківни","Махарбеківні","Махарбеківни","Махарбеківною","Махарбеківні"
"Махарбеківна","F","","","","","",""
"Махерович","M","Махеровичу","Махеровича","Махеровичу","Махеровича","Махеровичем","Махеровичу"
"Махеровна","F","Махерівно","Махерівни","Махерівні","Махерівни","Махерівною","Махерівні"
"Махметович","M","Махметовичу","Махметовича","Махметовичу","Махметовича","Махметовичем","Махметовичу"
"Махмуджановна","F","Махмуджанівно","Махмуджанівни","Махмуджанівні","Махмуджанівни","Махмуджанівною","Махмуджанівні"
"Махмудович","M","Махмудовичу","Махмудовича","Махмудовичу","Махмудовича","Махмудовичем","Махмудовичу"
"Махмудовна","F","Махмудівно","Махмудівни","Махмудівні","Махмудівни","Махмудівною","Махмудівні"
"Махмудівна","F","","","","","",""
"Махірович","M","","","","","",""
"Махірівна","F","","","","","",""
"Машади Оглы","M","Машаді Огли","Машаді Огли","Машаді Огли","Машаді Огли","Машаді Огли","Машаді Огли"
"Машарович","M","Машаровичу","Машаровича","Машаровичу","Машаровича","Машаровичем","Машаровичу"
"Маякович","M","Маяковичу","Маяковича","Маяковичу","Маяковича","Маяковичем","Маяковичу"
"Маїлович","M","","","","","",""
"Маїлівна","F","","","","","",""
"Мгерович","M","Мгеровичу","Мгеровича","Мгеровичу","Мгеровича","Мгеровичем","Мгеровичу"
"Мгеровна","F","Мгерівно","Мгерівни","Мгерівні","Мгерівни","Мгерівною","Мгерівнуі"
"Мгерівна","F","","","","","",""
"Мденарович","M","","","","","",""
"Мденарівна","F","","","","","",""
"Мегдиевна","F","Мегдіївно","Мегдіївни","Мегдіївні","Мегдіївни","Мегдіївною","Мегдіївні"
"Меграновна","F","Мегранівно","Мегранівни","Мегранівні","Мегранівни","Мегранівною","Мегранівні"
"Меджехедович","M","Меджехедовичу","Меджехедовича","Меджехедовичу","Меджехедовича","Меджехедовичем","Меджехедовичу"
"Меджитович","M","Меджитовичу","Меджитовича","Меджитовичу","Меджитовича","Меджитовичем","Меджитовичу"
"Медхатович","M","Медхатовичу","Медхатовича","Медхатовичу","Медхатовича","Медхатовичем","Медхатовичу"
"Медхатівна","F","","","","","",""
"Меерович","M","Меєровичу","Меєровича","Меєровичу","Меєровича","Меєровичем","Меєровичу"
"Мееровна","F","Меєрівно","Меєрівни","Меєрівні","Меєрівни","Меєрівною","Меєрівні"
"Мезенович","M","","","","","",""
"Мезенівна","F","","","","","",""
"Мейданович","M","Мейдановичу","Мейдановича","Мейдановичу","Мейдановича","Мейданович","Мейдановичу"
"Мелетиевич","M","Мелетійовичу","Мелетійовича","Мелетійовичу","Мелетійовича","Мелетійовичем","Мелетійовичу"
"Мелетиевна","F","Мелетіївно","Мелетіївни","Мелетіївні","Мелетіївни","Мелетіївною","Мелетіївні"
"Мелибаевна","F","Мелібаївно","Мелібаївни","Мелібаївні","Мелібаївни","Мелібаївною","Мелібаївні"
"Меликовна","F","Меліківно","Меліківни","Меліківні","Меліківни","Меліківною","Меліківні"
"Мелконовна","F","Мелконівно","Мелконівни","Мелконівні","Мелконівни","Мелконівною","Мелконівні"
"Мелсович","M","Мелсовичу","Мелсовича","Мелсовичу","Мелсовича","Мелсовичем","Мелсовичу"
"Мелікович","M","","","","","",""
"Меліківна","F","","","","","",""
"Мемейович","M","","","","","",""
"Мемейовна","F","","","","","",""
"Меметович","M","Меметовичу","Меметовича","Меметовичу","Меметовича","Меметовичем","Меметовичу"
"Меметовна","F","Меметівно","Меметівни","Меметівні","Меметівни","Меметівною","Меметівні"
"Менделевич","M","Мендельовичу","Мендельовича","Мендельовичу","Мендельовича","Мендельовичем","Мендельовичу"
"Менлязович","M","Менлязовичу","Менлязовича","Менлязовичу","Менлязовича","Менлязовичем","Менлязовичу"
"Мерабовна","F","Мерабівно","Мерабівни","Мерабівні","Мерабівну","Мерабівною","Мерабівні"
"Мерабійович","M","","","","","",""
"Мерабіївна","F","","","","","",""
"Мерахимович","M","Мерахімовичу","Мерахімовича","Мерахімовичу","Мерахімовича","Мерахімовичем","Мерахімовича"
"Мерахімович","M","","","","","",""
"Мерахімівна","F","","","","","",""
"Мердиевна","F","Мердіївно","Мердіївни","Мердіївні","Мердіївни","Мердіївною","Мердіївні"
"Мережевна","F","Мережівно","Мережівни","Мережівні","Мережівни","Мережівною","Мережівні"
"Меренович","M","","","","","",""
"Меренівна","F","","","","","",""
"Меркулович","M","Меркуловичу","Меркуловича","Меркуловичу","Меркуловича","Меркуловичем","Меркуловичу"
"Меркуриевна","F","Меркуріївно","Меркуріївни","Меркуріївні","Меркуріївни","Меркуріївною","Меркуріївні"
"Мерчаковна","F","Мерчаківно","Мерчаківни","Мерчаківні","Мерчаківни","Мерчаківною","Мерчаківні"
"Методиевич","M","Методійовичу","Методійовича","Методійовичу","Методійовича","Методійовичем","Методійовичу"
"Метомедович","M","Метомедовичу","Метомедовича","Метомедовичу","Метомедовича","Метомедовичем","Метомедовичу"
"Мефодиевич","M","Мефодійовичу","Мефодійовича","Мефодійовичу","Мефодійовича","Мефодійовичем","Мефодійовичу"
"Мефодиевна","F","Мефодіївно","Мефодіївни","Мефодіївні","Мефодіївну","Мефодіївною","Мефодіївнуі"
"Мефодійович","M","","","","","",""
"Мефодіївна","F","","","","","",""
"Мехмановна","F","Мехманівно","Мехманівни","Мехманівні","Мехманівни","Мехманівною","Мехманівні"
"Мехмедович","M","","","","","",""
"Мехмедівна","F","","","","","",""
"Мехралиевич","M","Мехралійовичу","Мехралійовича","Мехралійовичу","Мехралійовича","Мехралійовичем","Мехралійовичу"
"Мехтигулиевич","M","Мехтигулійовичу","Мехтигулійовича","Мехтигулійовичу","Мехтигулійовича","Мехтигулійовичем","Мехтигулійовичу"
"Мехяддинович","M","Мехяддіновичу","Мехяддіновича","Мехяддіновичу","Мехяддіновича","Мехяддіновичем","Мехяддіновичу"
"Мечиславович","M","Мечиславовичу","Мечиславовича","Мечиславовичу","Мечиславовича","Мечиславовичем","Мечиславовичу"
"Мечиславовна","F","Мечиславівно","Мечиславівни","Мечиславівні","Мечиславівни","Мечиславівною","Мечиславівні"
"Мечиславівна","F","","","","","",""
"Меєропович","M","","","","","",""
"Меєропівна","F","","","","","",""
"Мигалиевич","M","Мігалійовичу","Мігалійовича","Мігалійовичу","Мігалійовича","Мігалійовичем","Мігалійовичу"
"Мигалиевна","F","Мигаліївно","Мигаліївни","Мигаліївні","Мигаліївни","Мигаліївною","Мигаліївні"
"Мигелиевич","M","Мігелійовичу","Мігелійовича","Мігелійовичу","Мігелійовича","Мігелійовичем","Мігелійовичу"
"Мигранович","M","Міграновичу","Міграновича","Міграновичу","Міграновича","Міграновичем","Міграновичу"
"Мигулович","M","Мігуловичу","Мігуловича","Мігуловичу","Мігуловича","Мігуловичем","Мігуловичу"
"Мидхадович","M","","","","","",""
"Мидхадівна","F","","","","","",""
"Мидхатовна","F","Мідхатівно","Мідхатівни","Мідхатівні","Мідхатівни","Мідхатівною","Мідхатівні"
"Мизагировна","F","Мизагирівно","Мизагирівни","Мизагирівні","Мизагирівни","Мизагирівною","Мизагирівні"
"Микелевич","M","","","","","",""
"Микелівна","F","","","","","",""
"Микитович","M","","","","","",""
"Микитівна","F","","","","","",""
"Миклошевич","M","Міклошевичу","Міклошевича","Міклошевичу","Міклошевича","Міклошевичем","Міклошевичу"
"Микович","M","","","","","",""
"Миколайович","M","","","","","",""
"Миколївна","F","","","","","",""
"Микулашевич","M","Мікулашовичу","Мікулашовича","Мікулашовичу","Мікулашовича","Мікулашовичем","Мікулашовичу"
"Микулашевна","F","Микулашівно","Микулашівни","Микулашівні","Микулашівни","Микулашівною","Микулашівні"
"Микулович","M","Микуловичу","Микуловича","Микуловичу","Микуловича","Микуловичем","Микуловичу"
"Миківна","F","","","","","",""
"Миланович","M","Мілановичу","Мілановича","Мілановичу","Мілановича","Мілановичем","Мілановичу"
"Милановна","F","Міланівно","Міланівни","Міланівні","Міланівни","Міланівною","Міланівні"
"Милентиевич","M","Мілентійовичу","Мілентійовича","Мілентійовичу","Мілентійовича","Мілентійовичем","Мілентійовичу"
"Милентиевна","F","Мілентіївно","Мілентіївни","Мілентіївні","Мілентіївни","Мілентіївною","Мілентіївні"
"Милетович","M","Мілетовичу","Мілетовича","Мілетовичу","Мілетовича","Мілетовичем","Мілетовичу"
"Милетовна","F","Мілетівно","Мілетівни","Мілетівні","Мілетівни","Мілетівною","Мілетівні"
"Милиславович","M","Милиславовичу","Милиславовича","Милиславовичу","Милиславовича","Милиславовичем","Милиславовичу"
"Милордович","M","Мілордовичу","Мілордовича","Мілордовичу","Мілордовича","Мілордовичем","Мілордовичу"
"Милосальдовна","F","Милосальдівно","Милосальдівни","Милосальдівні","Милосальдівну","Милосальдівною","Милосальдівні"
"Милославович","M","Милославовичу","Милославовича","Милославовичу","Милославовича","Милославовичем","Милославовичу"
"Мильевич","M","Мільовичу","Мільовича","Мільовичу","Мільовича","Мільовичем","Мільовичу"
"Минаварович","M","Мінаваровичу","Мінаваровича","Мінаваровичу","Мінаваровича","Мінаваровичем","Мінаваровичу"
"Минаваровна","F","Мінаварівно","Мінаварівни","Мінаварівні","Мінаварівни","Мінаварівною","Мінаварівні"
"Минаварівна","F","","","","","",""
"Мингалиевна","F","Мінгаліївно","Мінгаліївни","Мінгаліївні","Мінгаліївни","Мінгаліївною","Мінгаліївні"
"Миндияровна","F","Міндіярівно","Міндіярівни","Міндіярівні","Міндіярівни","Міндіярівною","Міндіярівні"
"Минеевич","M","Мінейовичу","Мінейовича","Мінейовичу","Мінейовича","Мінейовичем","Мінейовичу"
"Миниахметович","M","Мініахметовичу","Мініахметовича","Мініахметовичу","Мініахметовича","Мініахметовичем","Мініахметовичу"
"Минихановна","F","Мінніханівно","Мінніханівни","Мінніханівні","Мінніханівни","Мінніханівною","Мінніханівні"
"Минович","M","Миновичу","Миновича","Миновичу","Миновича","Миновичем","Миновичу"
"Миновна","F","Минівно","Минівни","Минівні","Минівни","Минівною","Минівнуі"
"Миносович","M","","","","","",""
"Миносівна","F","","","","","",""
"Миншарифович","M","Миншарифовичу","Миншарифовича","Миншарифовичу","Миншарифовича","Миншарифовичем","Миншарифовичу"
"Мирабовна","F","Мірабівно","Мірабівни","Мірабівні","Мірабівни","Мірабівною","Мірабівні"
"Мирахимовна","F","Мерахімівно","Мерахімівни","Мерахімівні","Мерахімівни","Мерахімівною","Мерахімівні"
"Миргазимович","M","","","","","",""
"Миргазимовна","F","Миргазимівно","Миргазимівни","Миргазимівні","Миргазимівни","Миргазимівною","Миргазимівні"
"Миргазимівна","F","","","","","",""
"Миргусейнович","M","Міргусейновичу","Міргусейновича","Міргусейновичу","Міргусейновича","Міргусейновичем","Міргусейновичу"
"Мирдатович","M","Мірдатовичу","Мірдатовича","Мірдатовичу","Мірдатовича","Мірдатовичем","Мірдатовичу"
"Мирдиславович","M","Мирдиславовичу","Мирдиславовича","Мирдиславовичу","Мирдиславовича","Мирдиславовичем","Мирдиславовичу"
"Мирзаахматович","M","Мірзаахматовичу","Мірзаахматовича","Мірзаахматовичу","Мірзаахматовича","Мірзаахматовичем","Мірзаахматовичу"
"Мирзавич","M","","","","","",""
"Мирзавна","F","","","","","",""
"Мирзаевич","M","Мирзайовичу","Мирзайовича","Мирзайовичу","Мирзайовича","Мирзайовичем","Мирзайовичу"
"Мирзаевна","F","Мирзаївно","Мирзаївни","Мирзаївні","Мирзаївни","Мирзаївною","Мирзаївні"
"Мирзакудович","M","Мірзакудовичу","Мірзакудовича","Мірзакудовичу","Мірзакудовича","Мірзакудовичем","Мірзакудовичу"
"Мирзахан Оглы","M","Мірзахан Огли","Мірзахан Огли","Мірзахан Огли","Мірзахан Огли","Мірзахан Огли","Мірзахан Огли"
"Мирзоевич","M","Мирзовичу","Мирзовича","Мирзовичу","Мирзовича","Мирзовичем","Мирзовичу"
"Мирзуярович","M","Мірзуяровичу","Мірзуяровича","Мірзуяровичу","Мірзуяровича","Мірзуяровичем","Мірзуяровичу"
"Мирианович","M","Міріановичу","Міріановича","Міріановичу","Міріановича","Міріановичем","Міріановичу"
"Мирисмаил Оглы","M","Мирісмаіл Огли","Мирісмаіл Огли","Мирісмаіл Огли","Мирісмаіл Огли","Мирісмаіл Огли","Мирісмаіл Огли"
"Мирович","M","Мировичу","Мировича","Мировичу","Мировича","Мировичем","Мировичу"
"Миронович","M","Мироновичу","Мироновича","Мироновичу","Мироновича","Мироновичем","Мироновичу"
"Мироновна","F","Миронівно","Миронівни","Миронівні","Миронівни","Миронівною","Миронівні"
"Миронівна","F","","","","","",""
"Мирославович","M","Мирославовичу","Мирославовича","Мирославовичу","Мирославовича","Мирославовичем","Мирославовичу"
"Мирославовна","F","Мирославівно","Мирославівни","Мирославівні","Мирославівни","Мирославівною","Мирославівні"
"Мирославівна","F","","","","","",""
"Мирсалиховна","F","Мірсаліхівно","Мірсаліхівни","Мірсаліхівні","Мірсаліхівни","Мірсаліхівною","Мірсаліхівні"
"Мирсалович","M","","","","","",""
"Мирсалівна","F","","","","","",""
"Мирсиевич","M","Мірсійовичу","Мірсійовича","Мірсійовичу","Мірсійовича","Мірсійовичем","Мірсійовичу"
"Мирсовна","F","Мірсівно","Мірсівни","Мірсівні","Мірсівни","Мірсівною","Мірсівні"
"Миртазович","M","","","","","",""
"Миртазівна","F","","","","","",""
"Мирчевич","M","Мірчовичу","Мірчовича","Мірчовичу","Мірчовича","Мірчовичем","Мірчовичу"
"Мирчевна","F","Мірчівно","Мірчівни","Мірчівні","Мірчівни","Мірчівною","Мірчівні"
"Мисакович","M","Мисаковичу","Мисаковича","Мисаковичу","Мисаковича","Мисаковичем","Мисаковичу"
"Мисаківна","F","","","","","",""
"Мисовна","F","Місівно","Місівни","Місівні","Місівни","Місівною","Місівні"
"Мисрихановна","F","Місріханівно","Місріханівни","Місріханівні","Місріханівни","Місріханівною","Місріханівні"
"Митиславович","M","Митиславовичу","Митиславовича","Митиславовичу","Митиславовича","Митиславовичем","Митиславовичу"
"Митрофанович","M","Митрофановичу","Митрофановича","Митрофановичу","Митрофановича","Митрофановичем","Митрофановичу"
"Митрофановна","F","Митрофанівно","Митрофанівни","Митрофанівні","Митрофанівни","Митрофанівною","Митрофанівні"
"Митрофанівна","F","","","","","",""
"Михаельович","M","","","","","",""
"Михаелівна","F","","","","","",""
"Михайлович","M","Михайловичу","Михайловича","Михайловичу","Михайловича","Михайловичем","Михайловичу"
"Михайловна","F","Михайлівно","Михайлівни","Михайлівні","Михайлівни","Михайлівною","Михайлівні"
"Михайлівна","F","","","","","",""
"Михеевна","F","Михеївно","Михеївни","Михеївні","Михеївни","Михеївною","Михеївні"
"Михейович","M","","","","","",""
"Михеївна","F","","","","","",""
"Мицириловна","F","Міцирилівно","Міцирилівни","Міцирилівні","Міцирилівни","Міцирилівною","Міцирилівні"
"Мишаевна","F","Мишаївно","Мишаївни","Мишаївні","Мишаївни","Мишаївною","Мишаївні"
"Мишельович","M","","","","","",""
"Мишелївна","F","","","","","",""
"Мияникович","M","Мияниковичу","Мияниковича","Мияниковичу","Мияниковича","Мияниковичем","Мияниковичу"
"Мкртичевич","M","Мкртичовичу","Мкртичовичу","Мкртичовичу","Мкртичовича","Мкртичовичем","Мкртичовичу"
"Мкртичевна","F","Мкртичівно","Мкртичівни","Мкртичівні","Мкртичівни","Мкртичівною","Мкртичівні"
"Мкртичович","M","","","","","",""
"Мкртичівна","F","","","","","",""
"Мнацаканович","M","Мнацакановичу","Мнацакановича","Мнацакановичу","Мнацакановича","Мнацакановичем","Мнацакановичу"
"Мнацакановна","F","Мнацаканівно","Мнацаканівни","Мнацаканівні","Мнацаканівни","Мнацаканівною","Мнацаканівні"
"Мобиловна","F","Мобилівно","Мобилівни","Мобилівні","Мобилівни","Мобилівною","Мобилівні"
"Мовзесович","M","","","","","",""
"Мовзесівна","F","","","","","",""
"Мовсарович","M","Мовсаровичу","Мовсаровича","Мовсаровичу","Мовсаровича","Мовсаровичем","Мовсаровичу"
"Мовсесович","M","Мовсесовичу","Мовсесовича","Мовсесовичу","Мовсесовича","Мовсесовичем","Мовсесовичу"
"Мовсум Оглы","M","Мовсум Огли","Мовсум Огли","Мовсум Огли","Мовсум Огли","Мовсум Огли","Мовсум Огли"
"Модестович","M","Модестовичу","Модестовича","Модестовичу","Модестовича","Модестовичем","Модестовичу"
"Модестовна","F","Модестівно","Модестівни","Модестівні","Модестівни","Модестівною","Модестівні"
"Модестівна","F","","","","","",""
"Моисеевич","M","Моїсейовичу","Моїсейовича","Моїсейовичу","Моїсейовича","Моїсейовичем","Моїсейовичу"
"Моисеевна","F","Моїсеївно","Моїсеївни","Моїсеївні","Моїсеївни","Моїсеївною","Моїсеївні"
"Мойсейович","M","","","","","",""
"Мойсеївна","F","","","","","",""
"Мойшавич","M","","","","","",""
"Мойшавна","F","","","","","",""
"Мойшевич","M","Мойшовичу","Мойшовича","Мойшовичу","Мойшовича","Мойшовичем","Мойшовичу"
"Момиригдянович","M","Момирігдяновичу","Момирігдяновича","Момирігдяновичу","Момирігдяновича","Момирігдяновичем","Момирігдяновичу"
"Монтійович","M","","","","","",""
"Монтіївна","F","","","","","",""
"Мордонович","M","Мордоновичу","Мордоновича","Мордоновичу","Мордоновича","Мордоновичем","Мордоновичу"
"Мордоновна","F","Мордонівно","Мордонівни","Мордонівні","Мордонівни","Мордонівною","Мордонівні"
"Мордонівна","F","","","","","",""
