"!им. ед.","род","род. ед.","дат. ед.","вин. ед.","твор. ед.","предл. ед."
"Лейнарт","M","","","","",""
"Лейсана","F","Лейсаны","Лейсане","Лейсаны","Лейсаной","Лейсане"
"Лела","F","Лелы","Леле","Лелы","Лелой","Леле"
"Лели","M","","","","",""
"Лель","F","Лель","Лель","Лель","Лель","Лель"
"Леля","F","Лели","Лели","Лели","Лелей","Леле"
"Лембит","M","","","","",""
"Ленара","F","Ленары","Ленаре","Ленары","Ленарой","Ленаре"
"Ленгин","M","","","","",""
"Лендруш","M","","","","",""
"Лензер","M","Лензера","Лензеру","Лензера","Лензером","Лензере"
"Лензий","M","","","","",""
"Лениан","M","","","","",""
"Ление","F","","","","",""
"Ленина","F","Ленины","Ленине","Ленины","Лениной","Ленине"
"Ления","F","Лении","Лении","Лении","Ленией","Ление"
"Ленияр","F","Ленияры","Ленияре","Ленияры","Лениярой","Ленияре"
"Ленмар","M","Ленмара","Ленмару","Ленмара","Ленмаром","Ленмаре"
"Ленмара","F","Ленмары","Ленмаре","Ленмары","Ленмарой","Ленмаре"
"Ленур","M","Ленура","Ленуру","Ленура","Ленуром","Ленуре"
"Ленура","F","Ленуры","Ленуре","Ленуры","Ленурой","Ленуре"
"Ленхарт","M","Ленхарта","Ленхарту","Ленхарта","Ленхартом","Ленхарте"
"Лео","M","Лео","Лео","Лео","Лео","Лео"
"Леодор","M","Леодора","Леодору","Леодора","Леодором","Леодоре"
"Леокадий","M","","","","",""
"Леокадия","F","","","","",""
"Леон","M","Леона","Леону","Леона","Леоном","Леоне"
"Леона","F","Леоны","Леоне","Леоны","Леоной","Леоне"
"Леонард","M","Леонарда","Леонарду","Леонарда","Леонардом","Леонарде"
"Леонарда","F","","","","",""
"Леонардо","M","","","","",""
"Леонель","F","Леонель","Леонель","Леонель","Леонель","Леонель"
"Леонид","M","Леонида","Леониду","Леонида","Леонидом","Леониде"
"Леонида","F","Леониды","Леониде","Леониды","Леонидой","Леониде"
"Леонилла","F","Леониллы","Леонилле","Леониллы","Леониллой","Леонилле"
"Леонтий","M","Леонтия","Леонтию","Леонтия","Леонтием","Леонтие"
"Леонтина","F","Леонтины","Леонтине","Леонтины","Леонтиной","Леонтине"
"Леопольд","M","Леопольда","Леопольду","Леопольда","Леопольдом","Леопольде"
"Леосиф","M","","","","",""
"Леран","M","","","","",""
"Леслав","M","","","","",""
"Лесли","M","","","","",""
"Лесь","M","","","","",""
"Леся","F","Леси","Лесе","Леси","Лесей","Лесе"
"Лефтерий","M","","","","",""
"Лея","F","Леи","Леи","Леи","Леей","Лее"
"Лиана","F","Лианы","Лиане","Лианы","Лианой","Лиане"
"Либерий","M","","","","",""
"Ливер","M","","","","",""
"Ливиц","M","Ливица","Ливицу","Ливица","Ливицом","Ливице"
"Ливия","F","Ливии","Ливии","Ливии","Ливией","Ливие"
"Ливлия","F","Ливлии","Ливлии","Ливлии","Ливлией","Ливлие"
"Лидий","M","","","","",""
"Лидия","F","Лидии","Лидии","Лидии","Лидией","Лидии"
"Лика","F","Ликы","Лике","Ликы","Ликой","Лике"
"Ликандр","M","Ликандра","Ликандру","Ликандра","Ликандром","Ликандре"
"Лили","F","Лилии","Лилии","Лилии","Лилией","Лилие"
"Лилиана","F","Лилианы","Лилиане","Лилианы","Лилианой","Лилиане"
"Лилит","F","Лилиты","Лилите","Лилиты","Лилитой","Лилите"
"Лилия","F","Лилии","Лилии","Лилии","Лилией","Лилии"
"Лилиян","M","Лилияна","Лилияну","Лилияна","Лилияном","Лилияне"
"Лимара","F","Лимары","Лимаре","Лимары","Лимарой","Лимаре"
"Лина","F","Лины","Лине","Лины","Линой","Лине"
"Линар","M","Линара","Линару","Линара","Линаром","Линаре"
"Линард","M","","","","",""
"Линарий","M","","","","",""
"Линда","F","Линды","Линде","Линды","Линдой","Линде"
"Линияр","F","Линияры","Линияре","Линияры","Линиярой","Линияре"
"Линура","F","Линуры","Линуре","Линуры","Линурой","Линуре"
"Лионелла","F","Лионеллы","Лионелле","Лионеллы","Лионеллой","Лионелле"
"Липарит","M","","","","",""
"Лира","F","Лиры","Лире","Лиры","Лирой","Лире"
"Лиюса","F","Лиюсы","Лиюсе","Лиюсы","Лиюсой","Лиюсе"
"Лия","F","Лии","Лии","Лии","Лией","Лии"
"Логвин","M","Логвина","Логвину","Логвина","Логвином","Логвине"
"Логин","M","","","","",""
"Логуш","M","Логуша","Логушу","Логуша","Логушом","Логуше"
"Лола","F","Лолы","Лоли","Лолы","Лолой","Лоле"
"Лолита","F","Лолиты","Лолите","Лолиты","Лолитой","Лолите"
"Лонгин","M","","","","",""
"Лондин","M","","","","",""
"Лора","F","Лоры","Лоре","Лоры","Лорой","Лоре"
"Лоран","M","Лорана","Лорану","Лорана","Лораном","Лоране"
"Лоренцо","M","Лоренцо","Лоренцо","Лоренцо","Лоренцо","Лоренцо"
"Лорес","M","","","","",""
"Лорина","F","Лорины","Лорине","Лорины","Лориной","Лорине"
"Луарсаб","M","","","","",""
"Луиза","F","Луизы","Луизе","Луизы","Луизой","Луизе"
"Луис","M","Луиса","Луису","Луиса","Луисом","Луисе"
"Лука","M","Луки","Луке","Луки","Лукой","Луке"
"Лукаш","M","Лукаша","Лукашу","Лукаша","Лукашом","Лукаше"
"Лукерия","F","Лукерии","Лукерии","Лукерии","Лукерией","Лукерии"
"Лукеча","F","Лукечы","Лукече","Лукечы","Лукечей","Лукече"
"Лукреция","F","","","","",""
"Лукри","M","Лукрия","Лукрию","Лукрия","Лукрием","Лукрие"
"Лукьян","M","Лукьяна","Лукьяну","Лукьяна","Лукьяном","Лукьяне"
"Луминица","F","Луминицы","Луминице","Луминицы","Луминицей","Луминице"
"Лусина","F","Лусины","Лусине","Лусины","Лусиной","Лусине"
"Лутри","M","Лутрия","Лутрию","Лутрия","Лутрием","Лутрие"
"Лутфий","M","Лутфия","Лутфию","Лутфия","Лутфием","Лутфие"
"Лутфия","F","Лутфии","Лутфии","Лутфии","Лутфией","Лутфии"
"Лутфо","M","","","","",""
"Лутфул","M","","","","",""
"Лутц","M","Лутца","Лутцу","Лутца","Лутцем","Лутце"
"Луцик","M","Луцика","Луцику","Луцика","Луциком","Луцике"
"Лучано","M","Лучано","Лучано","Лучано","Лучано","Лучано"
"Льюис","M","Льюиса","Льюису","Льюиса","Льюисом","Льюисе"
"Любава","F","Любавы","Любаве","Любавы","Любавой","Любаве"
"Любина","F","Любины","Любине","Любины","Любиной","Любине"
"Любовь","F","Любови","Любови","Любови","Любовью","Любове"
"Любомир","M","Любомира","Любомиру","Любомира","Любомиром","Любомире"
"Любомира","F","Любомиры","Любомире","Любомиры","Любомирой","Любомире"
"Людвиг","M","Людвига","Людвигу","Людвига","Людвигом","Людвиге"
"Людвига","F","","","","",""
"Людвик","M","","","","",""
"Людея","F","Людеи","Людею","Людеи","Людеей","Людее"
"Людислав","M","","","","",""
"Людмил","M","","","","",""
"Людмила","F","Людмилы","Людмиле","Людмилы","Людмилой","Людмиле"
"Люк","M","Люка","Люку","Люка","Люком","Люке"
"Люлианна","F","Люлианны","Люлианне","Люлианны","Люлианной","Люлианне"
"Люман","M","Люмана","Люману","Люмана","Люманом","Люмане"
"Люсик","M","Люсика","Люсику","Люсика","Люсиком","Люсике"
"Люсия","F","Люсии","Люсии","Люсии","Люсией","Люсие"
"Люсьен","M","Люсьена","Люсьену","Люсьена","Люсьеном","Люсьене"
"Люсьена","F","Люсьены","Люсьене","Люсьены","Люсьеной","Люсьене"
"Люся","F","Люси","Люсе","Люси","Люсей","Люсе"
"Лютсий","M","","","","",""
"Люциан","M","Люциана","Люциану","Люциана","Люцианом","Люциане"
"Люция","F","Люции","Люции","Люции","Люцией","Люцие"
"Лючия","F","Лючии","Лючии","Лючии","Лючией","Лючие"
"Ляйля","F","Ляйли","Ляйли","Ляйли","Ляйлей","Ляйле"
"Ляйя","F","Ляйи","Ляйи","Ляйи","Ляйей","Ляйе"
"Ляля","F","Ляли","Лялю","Ляли","Лялей","Ляле"
"Ляна","F","Ляны","Ляне","Ляны","Ляной","Ляне"
"Лятиф","M","Лятифа","Лятифу","Лятифа","Лятифом","Лятифе"
"Лёнгина","F","Лёнгины","Лёнгине","Лёнгины","Лёнгиной","Лёнгине"
"Мавлит","M","","","","",""
"Мавлут","M","","","","",""
"Магафур","M","Магафура","Магафуру","Магафура","Магафуром","Магафуре"
"Магда","F","Магды","Магде","Магды","Магдой","Магде"
"Магдалина","F","Магдалины","Магдалине","Магдалины","Магдалиной","Магдалине"
"Магер","M","Магера","Магеру","Магера","Магером","Магере"
"Магерам","M","","","","",""
"Магеррам","M","","","","",""
"Магинюр","F","Магинюры","Магинюре","Магинюры","Магинюрой","Магинюре"
"Магомед","M","Магомеда","Магомеду","Магомеда","Магомедом","Магомеде"
"Магомет","M","","","","",""
"Магрифя","F","Магрифи","Магрифи","Магрифи","Магрифой","Магрифе"
"Магсум","M","","","","",""
"Мадат","M","","","","",""
"Мадахат","M","","","","",""
"Маджид","M","","","","",""
"Мадина","F","Мадины","Мадине","Мадины","Мадиной","Мадине"
"Мадлен","F","Мадлены","Мадлене","Мадлены","Мадленой","Мадлене"
"Мадонна","F","","","","",""
"Мажди","M","Маждия","Маждию","Маждия","Маждием","Маждие"
"Мазак","M","","","","",""
"Мазафир Оглы","M","","","","",""
"Маил","M","Маила","Маилу","Маила","Маилом","Маиле"
"Маина","F","Маины","Маине","Маины","Маиной","Маине"
"Маис","M","","","","",""
"Маиса","F","Маисы","Маисе","Маисы","Маисой","Маисе"
"Май","M","","","","",""
"Майкл","M","Майкла","Майклу","Майкла","Майклом","Майкле"
"Майор","M","","","","",""
"Майра","F","Майры","Майре","Майры","Майрой","Майре"
"Майрам","F","Майрам","Майрам","Майрам","Майрам","Майрам"
"Майрамкон","F","Майрамконы","Майрамконе","Майрамконы","Майрамконой","Майрамконе"
"Майя","F","Майи","Майи","Майи","Майей","Майе"
"Макар","M","Макара","Макару","Макара","Макаром","Макаре"
"Маквел","M","","","","",""
"Македон","M","","","","",""
"Макей","M","","","","",""
"Маковей","M","","","","",""
"Макрман","F","Макрманы","Макрмане","Макрманы","Макрманой","Макрмане"
"Макс","M","","","","",""
"Максим","M","Максима","Максиму","Максима","Максимом","Максиме"
"Максимилиан","M","Максимилиана","Максимилиану","Максимилиана","Максимилианом","Максимилиане"
"Максур","M","Максура","Максуру","Максура","Максуром","Максуре"
"Максут","M","","","","",""
"Малахат","F","Малахат","Малахат","Малахат","Малахат","Малахат"
"Малена","F","Малены","Малене","Малены","Маленой","Малене"
"Малик","M","Малика","Малику","Малика","Маликом","Малике"
"Малика","F","Маликы","Малике","Маликы","Маликой","Малике"
"Малила","F","Малилы","Малиле","Малилы","Малилой","Малиле"
"Малхаз","M","Малхаза","Малхазу","Малхаза","Малхазом","Малхазе"
"Мальва","F","Мальвы","Мальве","Мальвы","Мальвой","Мальве"
"Мальвина","F","Мальвины","Мальвине","Мальвины","Мальвиной","Мальвине"
"Мамай","M","","","","",""
"Мамас","M","","","","",""
"Мамбер","M","","","","",""
"Мамед Кизы","M","","","","",""
"Мамед","M","Мамеда","Мамеду","Мамеда","Мамедом","Мамеде"
"Мамедага Оглы","M","","","","",""
"Мамедкерим","M","","","","",""
"Мамедтаги Оглы","M","","","","",""
"Мамет","M","Мамета","Мамету","Мамета","Маметом","Мамете"
"Мамиди","M","Мамидия","Мамидию","Мамидия","Мамидием","Мамидие"
"Мамий","M","","","","",""
"Мамик","M","","","","",""
"Мамук","M","","","","",""
"Мамука","M","Мамуки","Мамуке","Мамуки","Мамукой","Мамуке"
"Мамут","M","Мамута","Мамуту","Мамута","Мамутом","Мамуте"
"Ман","M","","","","",""
"Манан","M","","","","",""
"Манана","F","Мананы","Манане","Мананы","Мананой","Манане"
"Манас","M","","","","",""
"Манвел","M","Манвела","Манвелу","Манвела","Манвелом","Манвеле"
"Манвер","M","","","","",""
"Мангук","F","Мангукы","Мангуке","Мангукы","Мангукой","Мангуке"
"Мандир","M","Мандира","Мандиру","Мандира","Мандиром","Мандире"
"Мандр","M","","","","",""
"Манефа","F","","","","",""
"Манзура","F","Манзуры","Манзуре","Манзуры","Манзурой","Манзуре"
"Манолий","M","","","","",""
"Мансур","M","Мансура","Мансуру","Мансура","Мансуром","Мансуре"
"Мансура","F","Мансуры","Мансуре","Мансуры","Мансурой","Мансуре"
"Манташ","M","","","","",""
"Мануил","M","","","","",""
"Манук","M","Манука","Мануку","Манука","Мануком","Мануке"
"Манучар","M","Манучара","Манучару","Манучара","Манучаром","Манучаре"
"Мануэль","M","","","","",""
"Маня","F","Мани","Мани","Мани","Маней","Мане"
"Марат","M","Марата","Марату","Марата","Маратом","Марате"
"Маргазим","M","","","","",""
"Маргаретта","F","Маргаретты","Маргаретте","Маргаретты","Маргареттой","Маргаретте"
"Маргарита","F","Маргариты","Маргарите","Маргариты","Маргаритой","Маргарите"
"Марго","F","Марго","Марго","Марго","Марго","Марго"
"Мардер","M","","","","",""
"Мардерос","M","Мардероса","Мардеросу","Мардероса","Мардеросом","Мардеросі"
"Мариам","F","Мариамы","Мариаме","Мариамы","Мариамой","Мариаме"
"Мариан","M","","","","",""
"Марианна","F","Марианны","Марианне","Марианны","Марианной","Марианне"
"Мариетта","F","Мариетты","Мариетте","Мариетты","Мариеттой","Мариетте"
"Марик","M","Марика","Марику","Марика","Мариком","Марике"
"Марин","M","Марина","Марину","Марина","Марином","Марине"
"Марина","F","Марины","Марине","Марины","Мариной","Марине"
"Маринэ","F","Маринэ","Маринэ","Маринэ","Маринэ","Маринэ"
"Марио","M","Марио","Марио","Марио","Марио","Марио"
"Марионилла","F","Мариониллы","Марионилле","Мариониллы","Мариониллой","Марионилле"
"Мариора","F","Мариоры","Мариоре","Мариоры","Мариорой","Мариоре"
"Марис","M","","","","",""
"Марисабель","F","Марисабель","Марисабель","Марисабель","Марисабель","Марисабель"
"Мариус","M","Мариуса","Мариусу","Мариуса","Мариусом","Мариусе"
"Мария","F","Марии","Марии","Марии","Марией","Марии"
"Марк","M","Марка","Марку","Марка","Марком","Марке"
"Маркел","M","","","","",""
"Маркил","M","","","","",""
"Маркина","F","Маркины","Маркине","Маркины","Маркиной","Маркине"
"Маркирос","M","Маркироса","Маркиросу","Маркироса","Маркиросом","Маркиросе"
"Маркиян","M","Маркияна","Маркияну","Маркияна","Маркияном","Маркияне"
"Марко","M","Марка","Марку","Марка","Марком","Марке"
"Маркс","M","","","","",""
"Маркус","M","Маркуса","Маркусу","Маркуса","Маркусом","Маркусе"
"Маркуца","F","","","","",""
"Марлен","M","Марлена","Марлену","Марлена","Марленом","Марлене"
"Марлена","F","Марлены","Марлене","Марлены","Марленой","Марлене"
"Марлест","M","","","","",""
"Маро","F","Маро","Маро","Маро","Маро","Маро"
"Марс","M","","","","",""
"Марсель","F","Марсель","Марсель","Марсель","Марсель","Марсель"
"Марсер","M","Марсера","Марсеру","Марсера","Марсером","Марсере"
"Марсис","M","Марсиса","Марсису","Марсиса","Марсисом","Марсисе"
"Марсиян","M","Марсияна","Марсияну","Марсияна","Марсияном","Марсияне"
"Марта","F","Марты","Марте","Марты","Мартой","Марте"
"Мартен","M","","","","",""
"Мартик","M","Мартика","Мартику","Мартика","Мартиком","Мартике"
"Мартин","M","Мартина","Мартину","Мартина","Мартинолм","Мартине"
"Мартина","F","Мартины","Мартине","Мартины","Мартиной","Мартине"
"Мартирос","M","Мартироса","Мартиросу","Мартироса","Мартиросом","Мартиросе"
"Мартиян","M","","","","",""
"Мартъян","M","","","","",""
"Мартын","M","Мартына","Мартыну","Мартына","Мартыном","Мартыне"
"Маруб","M","","","","",""
"Марфа","F","Марфы","Марфе","Марфы","Марфой","Марфе"
"Марцелий","M","","","","",""
"Марцелла","F","Марцеллы","Марцелле","Марцеллы","Марцеллой","Марцелле"
"Марцель","M","Марцель","Марцель","Марцель","Марцель","Марцель"
"Марцения","F","Марцении","Марцении","Марцении","Марценией","Марцение"
"Марциан","M","","","","",""
"Марцин","M","","","","",""
"Марчел","M","Марчела","Марчелу","Марчела","Марчелом","Марчеле"
"Марьян","M","Марьяна","Марьяну","Марьяна","Марьяном","Марьяне"
"Марьяна","F","Марьяны","Марьяне","Марьяны","Марьяной","Марьяне"
"Масад","M","Масада","Масаду","Масада","Масадом","Масаде"
"Масальскис","M","Масальскиса","Масальскису","Масальскиса","Масальскисом","Масальскисе"
"Масами","M","Масамия","Масамию","Масамия","Масамием","Масамие"
"Масис","M","Масиса","Масису","Масиса","Масисом","Масисе"
"Масновий","M","","","","",""
"Масут","M","Масута","Масуту","Масута","Масутом","Масуте"
"Матвей","M","Матвея","Матвею","Матвея","Матвеем","Матвее"
"Матевос","M","Матевоса","Матевосу","Матевоса","Матевосом","Матевосе"
"Матильда","F","Матильды","Матильде","Матильды","Матильдой","Матильде"
"Маткурбан","M","","","","",""
"Матлаб","M","","","","",""
"Матус","M","","","","",""
"Матыр","M","Матыра","Матыру","Матыра","Матыром","Матыре"
"Матьяш","M","Матьяша","Матьяшу","Матьяша","Матьяшем","Матьяше"
"Матякуб","M","Матякуба","Матякубу","Матякуба","Матякубом","Матякубе"
"Матяш","M","","","","",""
"Мафтей","M","","","","",""
"Махаббат","F","Махаббаты","Махаббате","Махаббаты","Махаббатой","Махаббате"
"Махамад","M","","","","",""
"Махамаджан","M","Махамаджана","Махамаджану","Махамаджана","Махамаджаном","Махамаджане"
"Махарбек","M","Махарбека","Махарбеку","Махарбека","Махарбеком","Махарбеке"
"Махер","M","","","","",""
"Махир","M","Махира","Махиру","Махира","Махиром","Махире"
"Махмет","M","","","","",""
"Махмуд","M","Махмуда","Махмуду","Махмуда","Махмудом","Махмуде"
"Махмуджан","M","","","","",""
"Машади Оглы","M","","","","",""
"Машар","M","","","","",""
"Маяк","M","","","","",""
"Мгер","M","Мгера","Мгеру","Мгера","Мгером","Мгере"
"Мденар","M","Мденара","Мденару","Мденара","Мденаром","Мденаре"
"Мегди","M","","","","",""
"Мегран","M","","","","",""
"Медея","F","Медеи","Медее","Медеи","Медеей","Медее"
"Меджехед","M","","","","",""
"Меджит","M","","","","",""
"Медине","F","Медине","Медине","Медине","Мединей","Медине"
"Медхат","M","Медхата","Медхату","Медхата","Медхатом","Медхате"
"Меер","M","","","","",""
"Меерий","M","","","","",""
"Меероп","M","Мееропа","Мееропу","Мееропа","Мееропом","Мееропе"
"Мезен","M","Мезена","Мезену","Мезена","Мезеном","Мезене"
"Мейдан","M","","","","",""
"Мелания","F","Мелании","Мелании","Мелании","Меланией","Мелании"
"Мелетий","M","","","","",""
"Мелибай","M","","","","",""
"Мелик","M","Мелика","Мелику","Мелика","Меликом","Мелике"
"Мелинда","F","","","","",""
"Мелиса","F","Мелисы","Мелисе","Мелисы","Мелисой","Мелисе"
"Мелия","F","Мелии","Мелии","Мелии","Мелией","Мелие"
"Мелкон","M","","","","",""
"Мелсо","M","","","","",""
"Мемей","M","Мемея","Мемею","Мемея","Мемеем","Мемее"
"Мемет","M","","","","",""
"Мендель","M","","","","",""
"Менляз","M","","","","",""
"Мера","F","Меры","Мере","Меры","Мерой","Мере"
"Мераб","M","","","","",""
"Мераби","M","Мерабия","Мерабию","Мерабия","Мерабием","Мерабие"
"Мерахим","M","Мерахима","Мерахиму","Мерахима","Мерахимом","Мерахиме"
"Мерди","M","","","","",""
"Мереж","M","","","","",""
"Мерен","M","Мерена","Мерену","Мерена","Мереном","Мерене"
"Меркул","M","","","","",""
"Меркурий","M","","","","",""
"Мерчак","M","","","","",""
"Мерьем","F","Мерьемы","Мерьеме","Мерьемы","Мерьемой","Мерьеме"
"Месль","F","Месль","Месль","Месль","Месль","Месль"
"Методий","M","","","","",""
"Метомед","M","","","","",""
"Мефодий","M","Мефодия","Мефодию","Мефодия","Мефодием","Мефодие"
"Мехман","M","","","","",""
"Мехмед","M","Мехмеда","Мехмеду","Мехмеда","Мехмедом","Мехмеде"
"Мехпара","F","Мехпары","Мехпаре","Мехпары","Мехпарой","Мехпаре"
"Мехралий","M","","","","",""
"Мехтигули","M","","","","",""
"Мехяддин","M","","","","",""
"Мечислав","M","Мечислава","Мечиславу","Мечислава","Мечиславом","Мечиславе"
"Мечислава","F","","","","",""
"Мзия","F","Мзии","Мзии","Мзии","Мзией","Мзие"
"Мигалий","M","","","","",""
"Мигаль","M","Мигаля","Мигалю","Мигаля","Мигалем","Мигале"
"Мигель","M","Мигеля","Мигелю","Мигеля","Мигелем","Мигеле"
"Мигран","M","","","","",""
"Мигул","M","","","","",""
"Мидхад","M","Мидхада","Мидхаду","Мидхада","Мидхадом","Мидхаде"
"Мидхат","M","","","","",""
"Мизагир","M","","","","",""
"Мика","M","Мики","Мике","Мики","Микой","Мике"
"Микеле","M","Микеле","Микеле","Микеле","Микеле","Микеле"
"Миклош","M","","","","",""
"Микула","M","","","","",""
"Микулаш","M","","","","",""
"Мила","F","Милы","Миле","Милы","Милой","Миле"
"Милан","M","Милана","Милану","Милана","Миланом","Милане"
"Милана","F","Миланы","Милане","Миланы","Миланой","Милане"
"Милена","F","Милены","Милене","Милены","Миленой","Милене"
"Милентий","M","","","","",""
"Милентина","F","Милентины","Милентине","Милентины","Милентиной","Милентине"
"Милет","M","","","","",""
"Милетий","M","Милетия","Милетию","Милетия","Милетием","Милетие"
"Милислав","M","","","","",""
"Милорд","M","","","","",""
"Милосальд","M","","","","",""
"Милослав","M","","","","",""
"Мильо","M","","","","",""
"Мин","M","Мина","Мину","Мина","Мином","Мине"
"Мина","F","Мины","Мине","Мины","Миной","Мине"
"Мина","M","","","","",""
"Минавар","M","Минавара","Минавару","Минавара","Минаваром","Минаваре"
"Миная","F","Минаи","Минаи","Минаи","Минаей","Минае"
"Мингалий","M","","","","",""
"Миндияр","M","","","","",""
"Миней","M","","","","",""
"Минель","F","Минель","Минель","Минель","Минель","Минель"
"Миниахмет","M","","","","",""
"Минир","M","Минира","Миниру","Минира","Миниром","Минире"
"Минихан","M","","","","",""
"Миннур","F","Миннур","Миннур","Миннур","Миннур","Миннур"
"Минодора","F","Минодоры","Минодоре","Минодоры","Минодорой","Минодоре"
"Минос","M","Миноса","Минос","Миноса","Миносом","Миносе"
"Миншариф","M","","","","",""
"Миона","F","Мионы","Мионе","Мионы","Мионой","Мионе"
"Мир","M","Мира","Миру","Мира","Миром","Мире"
"Мираб","M","","","","",""
"Мирахим","M","","","","",""
"Мирвайс","M","Мирвайса","Мирвайсу","Мирвайса","Мирвайсом","Мирвайсе"
"Миргазим","M","Миргазима","Миргазиму","Миргазима","Миргазимом","Миргазиме"
"Миргусейн","M","","","","",""
"Мирдат","M","","","","",""
"Мирдислав","M","","","","",""
"Мирета","F","Миреты","Мирете","Миреты","Миретой","Мирете"
"Мирза","M","Мирза","Мирзу","Мирза","Мирзом","Мирзе"
"Мирзаахмат","M","","","","",""
"Мирзакарим","M","Мирзакарима","Мирзакариму","Мирзакарима","Мирзакаримом","Мирзакариме"
"Мирзакуд","M","","","","",""
"Мирзахан Оглы","M","","","","",""
"Мирзуяр","M","","","","",""
"Мириан","M","","","","",""
"Мирина","F","Мирины","Мирине","Мирины","Мириной","Мирине"
"Мирисмаил Оглы","M","","","","",""
"Мириэль","F","Мириэль","Мириэль","Мириэль","Мириэль","Мириэль"
"Миро","M","","","","",""
"Мирон","M","Мирона","Мирону","Мирона","Мироном","Мироне"
"Мирослав","M","Мирослава","Мирославу","Мирослава","Мирославом","Мирославе"
"Мирослава","F","Мирославы","Мирославе","Мирославы","Мирославой","Мирославе"
"Мирс","M","","","","",""
"Мирса","M","Мирсы","Мирсе","Мирсы","Мирсой","Мирсе"
"Мирсал","M","Мирсала","Мирсалу","Мирсала","Мирсалом","Мирсале"
"Мирсалих","M","","","","",""
"Мирсий","M","","","","",""
"Миртаза","M","Миртаза","Миртазу","Миртаза","Миртазом","Миртазе"
"Мирхап","M","Мирхапа","Мирхапу","Мирхапа","Мирхапом","Мирхапе"
"Мирча","M","Мирчая","Мирчаю","Мирчая","Мирчаем","Мирчае"
"Мирче","M","","","","",""
"Мирьяна","F","Мирьяны","Мирьяне","Мирьяны","Мирьяной","Мирьяне"
"Мис","M","","","","",""
"Мисак","M","Мисака","Мисаку","Мисака","Мисаком","Мисаке"
"Мисрихан","M","Мисрихана","Мисрихану","Мисрихана","Мисриханом","Мисрихане"
"Митислав","M","","","","",""
"Митрофан","M","Митрофана","Митрофану","Митрофана","Митрофаном","Митрофане"
"Михаил","M","Михаила","Михаилу","Михаила","Михаилом","Михаиле"
"Михайлина","F","Михайлины","Михайлине","Михайлины","Михайлиной","Михайлине"
"Михаэль","M","Михаэля","Михаэлю","Михаэля","Михаэлем","Михаэле"
"Михей","M","Михея","Михею","Михея","Михеем","Михее"
"Мицирил","M","","","","",""
"Мишай","M","","","","",""
"Мишель","M","Мишеля","Мишелю","Мишеля","Мишелем","Мишеле"
"Мияник","M","","","","",""
"Мкртич","M","Мкртича","Мкртичу","Мкртича","Мкртичем","Мкртиче"
"Мнацакан","M","","","","",""
"Мобил","M","","","","",""
"Мовзес","M","Мовзеса","Мовзесу","Мовзеса","Мовзесом","Мовзесе"
"Мовсар","M","","","","",""
"Мовсес","M","","","","",""
"Мовсум Оглы","M","","","","",""
"Модест","M","Модеста","Модесту","Модеста","Модестом","Модесте"
"Моисей","M","Моисея","Моисею","Моисея","Моисейом","Моисее"
"Мойша","M","Мойша","Мойшу","Мойша","Мойшом","Мойше"
"Мойше","M","","","","",""
"Мокрина","F","Мокрины","Мокрине","Мокрины","Мокриной","Мокрине"
"Момиригдян","M","","","","",""
"Мона","F","Моны","Моне","Моны","Моной","Моне"
"Моника","F","Моникы","Монике","Моникы","Моникой","Монике"
"Монтий","M","Монтия","Монтию","Монтия","Монтием","Монтие"
"Мордон","M","Мордона","Мордону","Мордона","Мордоном","Мордоне"
"Морис","M","Мориса","Морису","Мориса","Морисом","Морисе"
"Мортун","M","Мортуна","Мортуну","Мортуна","Мортуном","Мортуне"
"Моса","M","","","","",""
"Моск","M","","","","",""
"Мосса","M","","","","",""
"Мотлей","M","","","","",""
"Мотрона","F","Мотроны","Мотроне","Мотроны","Мотроной","Мотроне"
"Мохамад","M","","","","",""
"Мохамед","M","Мохамеда","Мохамеду","Мохамеда","Мохамедом","Мохамеде"
"Мохсен","M","Мохсена","Мохсену","Мохсена","Мохсеном","Мохсене"
"Мохтарам","M","","","","",""
"Мстислав","M","Мстислава","Мстиславу","Мстислава","Мстиславом","Мстиславе"
"Мубарак","M","","","","",""
"Мубариз","M","Мубариза","Мубаризу","Мубариза","Мубаризом","Мубаризе"
"Мубин","M","","","","",""
"Мувариз","M","","","","",""
"Мугаммар","M","","","","",""
"Мудисер","M","","","","",""
"Мужаба","M","Мужабана","Мужабану","Мужабана","Мужабаном","Мужабане"
"Муза","F","Музы","Музе","Музы","Музой","Музе"
"Музаффер","M","Музаффера","Музафферу","Музаффера","Музаффером","Музаффере"
"Музеер","M","","","","",""
"Мукарам","M","","","","",""
"Муллакай","M","","","","",""
"Мумин","M","Мумина","Мумину","Мумина","Мумином","Мумине"
"Муминэ","F","Муминэ","Муминэ","Муминэ","Муминэ","Муминэ"
"Мумурзан","M","Мумурзана","Мумурзану","Мумурзана","Мумурзаном","Мумурзане"
"Мунавар","M","","","","",""
"Мунавир","M","","","","",""
"Мунер","M","","","","",""
"Мунир","M","","","","",""
"Мунира","F","Муниры","Мунире","Муниры","Мунирой","Мунире"
"Мурад","M","Мурада","Мураду","Мурада","Мурадом","Мураде"
"Мурадхан","M","","","","",""
"Мурат","M","Мурата","Мурату","Мурата","Муратом","Мурате"
"Мурват","M","","","","",""
"Мурвет","M","Мурвета","Мурвету","Мурвета","Мурветом","Мурвете"
"Мурзакарий","M","","","","",""
"Мурман","M","","","","",""
